mfds_category,code,drug
131,538700COS,gentamicin sulfate   15mg(3mg/mL)
131,539200COS,potassium iodide   30mg(3mg/mL)
131,539200COS,sodium iodide   30mg(3mg/mL)
131,539300COS,potassium iodide   45mg(3mg/mL)
131,539300COS,sodium iodide   45mg(3mg/mL)
131,539800COO,dexamethasone   3.5mg(1mg/g)
131,539800COO,neomycin sulfate   12.25mg(3.5mg/g)
131,539800COO,polymyxin B sulfate   21KI.U(6KI.U/g)
131,539900COO,dexamethasone   5mg(1mg/g)
131,539900COO,neomycin sulfate   17.5mg(3.5mg/g)
131,539900COO,polymyxin B sulfate   30KI.U(6KI.U/g)
131,540100COS,dexamethasone   5mg(1mg/mL)
131,540100COS,neomycin sulfate   17.5KI.U(3.5KI.U/mL)
131,540100COS,polymyxin B sulfate   30KI.U(6KI.U/mL)
131,540200COS,dexamethasone   10mg(1mg/mL)
131,540200COS,neomycin sulfate   35mg(3.5mg/mL)
131,540200COS,polymyxin B sulfate   60KI.U(6KI.U/mL)
131,540400COO,oxytetracycline hydrochloride   17.5mg(5mg/g)
131,540400COO,polymyxin B sulfate   35KI.U(10KI.U/g)
131,540600COS,latanoprost   0.125mg(50μg/mL)
131,540600COS,timolol maleate (as timolol   12.5mg(5mg/mL))
131,540900COS,brimonidine tartrate   10mg(2mg/mL)
131,540900COS,timolol maleate (as timolol   25mg(5mg/mL))
131,800200COS,brimonidine tartrate   0.6mg(2mg/mL)
131,800200COS,timolol maleate (as timolol   1.5mg(5mg/mL))
131,541000COS,timolol maleate (as timolol   12.5mg(5mg/mL))
131,541000COS,travoprost   0.1mg(40μg/mL)
131,541200COS,bimatoprost   0.9mg(0.3mg/mL)
131,541200COS,timolol maleate (as timolol   15mg(5mg/mL)
131,670100COS,bimatoprost   0.12mg(0.3mg/mL)
131,670100COS,timolol maleate (as timolol   2mg(5mg/mL))
131,541300COS,brinzolamide   60mg(10mg/mL)
131,541300COS,timolol maleate (as timolol   30mg(5mg/mL))
131,568603COS,loteprednol etabonate   25mg(5mg/mL)
131,568604COS,loteprednol etabonate   12.5mg(5mg/mL)
131,568605COS,loteprednol etabonate   2mg(5mg/mL)
131,617330COS,diquafosol sodium   0.15g(30mg/mL)
131,617331COS,diquafosol sodium   27mg(30mg/mL)
131,617332COS,diquafosol sodium   12mg(30mg/mL)
131,617333COS,diquafosol sodium   15mg(30mg/mL)
131,617334COS,diquafosol sodium   9mg(30mg/mL)
131,617335COS,diquafosol sodium   13.5mg(30mg/mL)
131,617336COS,diquafosol sodium   0.3g(30mg/mL)
131,617337COS,diquafosol sodium   10.5mg(30mg/mL)
131,617338COS,diquafosol sodium   0.18g(30mg/mL)
131,619204COS,bromfenac sodium sesquihydrate   0.5mg(1mg/mL)
131,619205COS,bromfenac sodium sesquihydrate   0.4mg(1mg/mL)
131,619206COS,bromfenac sodium sesquihydrate   6mg(1mg/mL)
131,619202COS,bromfenac sodium sesquihydrate   5mg(1mg/mL)
131,619203COS,bromfenac sodium sesquihydrate   2.5mg(1mg/mL)
131,619330COS,alcaftadine   12.5mg(2.5mg/mL)
131,619331COS,alcaftadine   7.5mg(2.5mg/mL)
131,680900COS,loteprednol etabonate   25mg(5mg/mL)
131,680900COS,tobramycin   15mg(3mg/mL)
131,800900COS,brimonidine tartrate   10mg(2mg/mL)
131,800900COS,brinzolamide   50mg(10mg/mL)
131,687500COS,tafluprost   4.5μg(15μg/mL)
131,687500COS,timolol maleate   2.052mg(6.84mg/mL)
131,801000COS,tafluprost   37.5μg(15μg/mL)
131,801000COS,timolol maleate   17.075mg(6.83mg/mL)
132,112533CLQ,azelastine hydrochloride   10mg(1mg/mL)
132,114533CLQ,beclomethasone dipropionate   20mg(0.1mg/회)
132,119435CLQ,budesonide   10mg(1mg/mL)
132,119437CLQ,budesonide   12mg(1mg/mL)
132,141910CSI,dexamethasone cipecilate   14mg (200μg/회)
132,162238CSI,fluticasone propionate   6mg(50μg/회)
132,177132CLQ,ipratropium bromide monohydrate   4.5mg(0.3mg/mL)
132,203936CLQ,ofloxacin   15mg(3mg/mL)
132,228838CLQ,sodium cromoglycate   0.2g(20mg/mL)
132,243330CLQ,triamcinolone acetonide   6.6mg(55μg/회)
132,361331CSI,mometasone furoate   7mg(50μg/회)
132,361349CSI,mometasone furoate   3mg(50μg/회)
132,361308CSI,mometasone furoate   4mg(50μg/회)
132,500430CSI,fluticasone furoate(micronized)   3.3mg(27.5μg/회)
132,510030CSI,ciclesonide(micronized)   6mg(50μg/회)
132,520200CSI,azelastine hydrochloride   25.2mg(1.4mg/mL)
132,520200CSI,mometasone furoate   9mg(0.5mg/mL)
132,542000CSS,ciprofloxacin hydrochloride (as ciprofloxacin   10mg(2mg/mL))
132,542000CSS,hydrocortisone   50mg(10mg/mL)
132,542100CSS,ciprofloxacin hydrochloride (as ciprofloxacin   14mg(2mg/mL))
132,542100CSS,hydrocortisone   70mg(10mg/mL)
132,542200CSS,ciprofloxacin hydrochloride (as ciprofloxacin   20mg(2mg/mL))
132,542200CSS,hydrocortisone   0.1g(10mg/mL)
132,542300CSS,ciprofloxacin hydrochloride   26.25mg(3.5mg/mL)
132,542300CSS,dexamethasone   7.5mg(1mg/mL)
132,542400CLQ,ciprofloxacin hydrochloride (as ciprofloxacin   30mg(3mg/mL))
132,542400CLQ,fluocinolone acetonide   2.5mg(0.25mg/mL)
132,673300CSI,azelastine hydrochloride   16.44mg(0.137mg/회)
132,673300CSI,fluticasone propionate   6mg(50?g/회)
149,503900CEX,allergen extracts(시험군)   300unit(IR 또는 IC)
149,503900CEX,histamine hydrochloride(양성대조군)   30mg
214,471430CSI,iloprost   20μg(10μg/mL)
217,178432CSI,isosorbide dinitrate   0.375g(25mg/mL)
217,202630CSI,diluted nitroglycerin solution (as nitroglycerin   92.72mg(7.6mg/mL)
217,202637CSI,diluted nitroglycerin solution (as nitroglycerin   109.44mg(7.6mg/mL))
217,202634CPC,diluted nitroglycerin (as nitroglycerin   22.4mg)
219,215431CSS,polystyrene sulfonate calcium   30g(0.25g/mL)
220,542800CSI,fluticasone propionate   15mg(0.125mg/회)
220,542800CSI,formoterol fumarate dihydrate   0.6mg(5μg/회)
220,543000CSI,fluticasone propionate   30mg(0.25mg/회)
220,543000CSI,formoterol fumarate dihydrate   1.2mg(10μg/회)
220,542900CSI,fluticasone propionate   6mg(50μg/회)
220,542900CSI,formoterol fumarate dihydrate   0.6mg(5μg/회)
220,636700CSI,fluticasone furoate(micronized)   3mg(100μg/회)
220,636700CSI,vilanterol trifenatate(micronized) (as vilanterol   0.75mg(25μg/회))
220,636800CSI,fluticasone furoate(micronized)   6mg(200μg/회)
220,636800CSI,vilanterol trifenatate(micronized) (as vilanterol   0.75mg(25μg/회))
222,101834CLQ,acetylcysteine   0.8g(0.2g/mL)
222,119533CSI,budesonide(micronized)   0.5mg(0.25mg/mL)
222,119530CSI,budesonide(micronized)   20mg(0.2mg/회)
222,119531CSI,budesonide(micronized)   40mg(0.2mg/회)
222,162233CSI,fluticasone propionate   6mg(0.1mg/회)
222,162235CSI,fluticasone propionate   15mg(0.25mg/회)
222,162236CSI,fluticasone propionate   30mg(0.25mg/회)
222,162231CSS,fluticasone propionate   2mg(1mg/mL)
222,162232CSI,fluticasone propionate   6mg(50μg/회)
222,177131CLQ,ipratropium bromide monohydrate   0.5mg(0.25mg/mL)
222,218330CSI,procaterol hydrochloride(micronized)   2mg(10μg/회)
222,225531CSI,salbutamol sulfate (as salbutamol   20mg(0.1mg/회))
222,225530CSI,salbutamol sulfate (as salbutamol   2.5mg(1mg/mL))
222,225532CSI,salbutamol sulfate (as salbutamol   0.1g(5mg/mL))
222,452101CPC,tulobuterol   0.5mg
222,452102CPC,tulobuterol   1mg
222,452103CPC,tulobuterol   2mg
222,497131CSI,ciclesonide   9.6mg(0.16mg/회)
222,497130CSI,ciclesonide   4.8mg(80μg/회)
222,500431CSI,fluticasone furoate(micronized)   3mg(0.1mg/회)
222,500432CSI,fluticasone furoate(micronized)   6mg(0.2mg/회)
222,543400CSI,fluticasone propionate   15mg(0.125mg/회)
222,543400CSI,salmeterol xinafoate (as salmeterol   3mg(25μg/회))
222,543100CSI,fluticasone propionate   6mg(0.1mg/회)
222,543100CSI,salmeterol xinafoate (as salmeterol   3mg(50μg/회))
222,543300CSI,fluticasone propionate   15mg(0.25mg/회)
222,543300CSI,salmeterol xinafoate (as salmeterol   3mg(50μg/회))
222,543600CSI,fluticasone propionate   30mg(0.25mg/회)
222,543600CSI,salmeterol xinafoate (as salmeterol   3mg(25μg/회))
222,544400CSI,fluticasone propionate   7mg(0.25mg/회)
222,544400CSI,salmeterol xinafoate (as salmeterol   1.4mg(50μg/회))
222,543500CSI,fluticasone propionate   30mg(0.5mg/회)
222,543500CSI,salmeterol xinafoate (as salmeterol   3mg(50μg/회))
222,543200CSI,fluticasone propionate   6mg(50μg/회)
222,543200CSI,salmeterol xinafoate (as salmeterol   3mg(25μg/회))
222,543800CSI,budesonide(micronized)   9.6mg(0.16mg/회)
222,543800CSI,formoterol fumarate dihydrate   0.27mg(4.5μg/회)
222,543900CSI,budesonide(micronized)   19.2mg(0.16mg/회)
222,543900CSI,formoterol fumarate dihydrate   0.54mg(4.5μg/회)
222,544100CSI,budesonide(micronized)   19.2mg(0.32mg/회)
222,544100CSI,formoterol fumarate dihydrate   0.54mg(9μg/회)
222,544000CSI,budesonide(micronized)   4.8mg(80μg/회)
222,544000CSI,formoterol fumarate dihydrate   0.27mg(4.5μg/회)
222,544200CSI,beclomethasone dipropionate   12mg(0.1mg/회)
222,544200CSI,formoterol fumarate dihydrate   0.72mg(6μg/회)
223,370602CSI,oxygen gas   10L
229,457330CSI,tiotropium bromide monohydrate(micronized) (as tiotropium   0.54mg(18μg/캡슐))
229,457301CCH,tiotropium bromide monohydrate(micronized) (as tiotropium   18μg)
229,503430CSI,tiotropium bromide monohydrate (as tiotropium   0.15mg(2.5μg/회))
229,611901CSI,indacaterol maleate (as indacaterol   4.5mg(0.15mg/캡슐))
229,611902CSI,indacaterol maleate (as indacaterol   9mg(0.3mg/캡슐))
229,631200CSI,umeclidinium bromide(micronized) (as umeclidinium   1.875mg(62.5μg/회))
229,631200CSI,vilanterol trifenatate(micronized) (as vilanterol   0.75mg(25μg/회))
229,633730CSI,aclidinium bromide(micronized)   24mg (0.4mg/회)
229,635300CSI,aclidinium bromide(micronized)   24mg(400μg/회)
229,635300CSI,formoterol fumarate dihydrate   0.72mg(12μg/회)
229,641101CSI,umeclidinium   62.5㎍
229,643700CSI,olodaterol hydrochloride (as olodaterol   0.15mg (2.5μg/회))
229,643700CSI,tiotropium bromide monohydrate (as tiotropium   0.15mg (2.5μg/회))
229,681000CSI,budesonide(micronized)   18mg(0.3mg/회)
229,681000CSI,salmeterol xinafoate (as salmeterol   1.5mg(25μg/회))
229,681100CSI,budesonide(micronized)   9mg(0.15mg/회)
229,681100CSI,salmeterol xinafoate (as salmeterol   1.5mg(25μg/회))
229,800100CSI,glycopyrronium bromide (as glycopyrronium   1.5mg(50μg/캡슐))
229,800100CSI,indacaterol maleate (as indacaterol   3.3mg(0.11mg/캡슐))
231,116131CLQ,benzydamine hydrochloride   22.5mg(1.5mg/mL)
231,116132CLQ,benzydamine hydrochloride   0.15g(1.5mg/mL)
231,116134CLQ,benzydamine hydrochloride   1.5g(1.5mg/mL)
231,116136CLQ,benzydamine hydrochloride   45mg(1.5mg/mL)
231,116137CLQ,benzydamine hydrochloride   24.75mg(1.5mg/mL)
231,116138CLQ,benzydamine hydrochloride   15g(1.5mg/mL)
231,116139CLQ,benzydamine hydrochloride   9g(1.5mg/mL)
231,116140CLQ,benzydamine hydrochloride   6g(1.5mg/mL)
231,116141CLQ,benzydamine hydrochloride   3.9g(1.5mg/mL)
231,116142CLQ,benzydamine hydrochloride   3g(1.5mg/mL)
231,116143CLQ,benzydamine hydrochloride   2.4g(1.5mg/mL)
231,116144CLQ,benzydamine hydrochloride   2.025g(1.5mg/mL)
231,131332CLQ,chlorhexidine gluconate solution   1mL(10μL/mL)
231,131330CLQ,chlorhexidine gluconate solution   0.5mL(5μL/mL)
231,131334CLQ,chlorhexidine gluconate solution   1.25mL(5μL/mL)
231,131331CLQ,chlorhexidine gluconate solution   0.6mL(6μL/mL)
231,131341CLQ,chlorhexidine gluconate solution   0.09mL(6μL/mL)
231,131342CLQ,chlorhexidine gluconate solution   1.5mL(6μL/mL)
231,131344CLQ,chlorhexidine gluconate solution   99μL(6μL/mL)
231,216240CLQ,povidone iodine   0.75g(7.5mg/mL)
231,216241CLQ,povidone iodine   0.9g(7.5mg/mL)
231,216242CLQ,povidone iodine   7.5g(7.5mg/mL)
231,216244CLQ,povidone iodine   30g(7.5mg/mL)
235,505701CPC,granisetron   34.3mg
238,117802CSP,bisacodyl   10mg
238,335800CLQ,D-sorbitol   13.4g(0.1985g/mL)
238,335800CLQ,sodium docusate   10mg(0.1481mg/mL)
238,392030CLQ,concentrated glycerin   10g(0.5g/mL)
238,392031CLQ,concentrated glycerin   15g(0.5g/mL)
238,544700CLQ,dibasic sodium phosphate   7.98g(60mg/mL)
238,544700CLQ,monobasic sodium phosphate   21.28g(0.16g/mL)
238,544900CLQ,dibasic sodium phosphate   60g(60mg/mL)
238,544900CLQ,monobasic sodium phosphate   160g(0.16g/mL)
239,190830CLQ,mesalazine   1g(10mg/mL)
239,190832CLQ,mesalazine   4g(40mg/mL)
239,190802CSP,mesalazine   1g
239,190803CSP,mesalazine   0.5g
241,141431CLQ,desmopressin acetate   0.25mg(0.1mg/mL)
241,141432CSI,desmopressin acetate   0.5mg(0.1mg/mL)
245,116631CLQ,betamethasone valerate   82.875mg(1.105mg/mL)
245,119501CMS,budesonide(micronized)   2.3mg
245,152632CLQ,epinephrine hydrochloride (as epinephrine   50mg(1mg/mL))
245,547100CCM,betamethasone dipropionate   9.6mg(0.64mg/g)
245,547100CCM,gentamicin sulfate   15mg(1mg/g)
245,547400CCM,betamethasone dipropionate   0.32g(0.64mg/g)
245,547400CCM,gentamicin sulfate   0.5g(1mg/g)
247,154931CCM,estradiol hemihydrate (as estradiol   50mg(1mg/g))
247,183401CIM,levonorgestrel   52mg
252,146304CTR,dinoprostone   10mg
255,135632CCM,clindamycin phosphate   0.8g(20mg/g)
255,137401CTB,clotrimazole   0.1g
255,137403CTB,clotrimazole   0.5g
255,155202CSP,estriol   0.5mg
255,216203CSP,povidone iodine   0.2g
255,336400CCS,neomycin sulfate (as neomycin   35KI.U)
255,336400CCS,nystatin   100KI.U
255,336400CCS,polymyxin B sulfate   35KI.U
255,507700CTB,estriol   30μg
255,507700CTB,lactobacillus acidophilus(lyophilized)   10MI.U
256,392430CCM,pramoxine hydrochloride   0.35g(10mg/g)
256,392431CCM,pramoxine hydrochloride   0.3g(10mg/g)
259,216247CLQ,povidone iodine   400g(0.1g/mL)
261,131303CCM,chlorhexidine gluconate solution   50μL
261,131304CLQ,chlorhexidine gluconate solution   0.25ml
261,131308CLQ,chlorhexidine gluconate   0.2mg
261,131309CDS,chlorhexidine gluconate solution   4mL
261,131311CDS,chlorhexidine gluconate solution   5mL(0.2mL/mL)
261,131321CDS,chlorhexidine gluconate solution   3mL
261,216245COM,povidone iodine   45g(0.1g/g)
261,216201CLQ,povidone iodine   0.1g
261,216206CDS,povidone iodine   75mg
261,216206CLQ,povidone iodine   75mg
261,216214CDS,povidone iodine   10g
261,216227CDS,povidone iodine   2.25g
261,216250CDS,povidone iodine   1.125g
261,382201CLQ,alkyldiaminoethylglycine hydrochloride   0.1g
261,382202CLQ,alkyldiaminoethylglycin   50mg
261,382203CLQ,alkyldiaminoethylglycin   10mg
261,415100CDS,alkyldiaminoethylglycin hydrochloride solution(30%)   3.03μL
261,415100CDS,isopropanol   0.59mL
262,249303CDS,white petrolatum   0.8g
262,454600CDS,acrinol   2mg
262,454600CDS,lidocaine   20mg
263,186932CCM,mafenide acetate   50.4g(0.112g/g)
263,186933CCM,mafenide acetate   56g(0.112g/g)
263,227430CCM,silver sulfadiazine   0.2g(10mg/g)
263,227431CCM,silver sulfadiazine   0.3g(10mg/g)
263,227432CCM,silver sulfadiazine   4.5g(10mg/g)
263,227433CCM,silver sulfadiazine   5g(10mg/g)
263,417830CLQ,recombinant human epidermal growth factor   5mg(0.5mg/mL)
264,103433CCM,alclometasone dipropionate   0.225g(0.5mg/g)
264,107730CLT,ammonium lactate   45g(0.2g/g)
264,107731CLT,ammonium lactate   40g(0.2g/g)
264,119432CCM,budesonide   2.5mg(0.25mg/g)
264,119433CCM,budesonide   3.75mg(0.25mg/g)
264,119439CCM,budesonide   0.1125mg(0.25mg/g)
264,120203CPC,buprenorphine   10mg for 168h
264,120204CPC,buprenorphine   20mg for 168h
264,120205CPC,buprenorphine   5mg for 168h
264,120231CPC,buprenorphine   30mg for 96h
264,120232CPC,buprenorphine   40mg for 96h
264,120233CPC,buprenorphine   20mg for 96h
264,120234CPC,buprenorphine   20mg for 72h
264,120235CPC,buprenorphine   30mg for 72h
264,120236CPC,buprenorphine   40mg for 72h
264,122831CCM,capsaicin   5mg(0.25mg/g)
264,122832CCM,capsaicin   15mg(0.75mg/g)
264,135833CLQ,clobetasol propionate   11.65mg(0.466mg/mL)
264,135835CLQ,clobetasol propionate   13.98mg(0.466mg/mL)
264,135836CLQ,clobetasol propionate   16.31mg(0.466mg/mL)
264,135837CLQ,clobetasol propionate   23.3mg(0.466mg/mL)
264,135830COM,clobetasol propionate   5mg(0.5mg/g)
264,135831CCM,clobetasol propionate   7.5mg(0.5mg/g)
264,135831COM,clobetasol propionate   7.5mg(0.5mg/g)
264,135842CCM,clobetasol propionate   0.225g(0.5mg/g)
264,135842COM,clobetasol propionate   0.225g(0.5mg/g)
264,135844CCM,clobetasol propionate   0.25g(0.5mg/g)
264,135844COM,clobetasol propionate   0.25g(0.5mg/g)
264,135845COM,clobetasol propionate   0.2g(0.5mg/g)
264,135834CLQ,clobetasol propionate   12.5mg(0.5mg/mL)
264,135838CLQ,clobetasol propionate   25mg(0.5mg/mL)
264,135839CLT,clobetasol propionate   55mg(0.5mg/mL)
264,135930CCM,clobetasone butyrate   7.5mg(0.5mg/g)
264,135930COM,clobetasone butyrate   7.5mg(0.5mg/g)
264,141531CCM,desonide   15mg(0.5mg/g)
264,141533CCM,desonide   25mg(0.5mg/g)
264,141536CCM,desonide   30mg(0.5mg/g)
264,141542CCM,desonide   60mg(0.5mg/g)
264,141535CLT,desonide   27.5mg(0.5mg/g(mL))
264,141537CLT,desonide   30mg(0.5mg/g(mL))
264,141540CLT,desonide   55mg(0.5mg/g(mL))
264,141543CLT,desonide   60mg(0.5mg/g(mL))
264,141631CCM,desoxymethasone   7.5mg(0.5mg/g)
264,141632CCM,desoxymethasone   10mg(0.5mg/g)
264,141636CCM,desoxymethasone   15mg(0.5mg/g)
264,141633CLT,desoxymethasone   50mg(2.5mg/g(mL))
264,141634CLT,desoxymethasone   75mg(2.5mg/g(mL))
264,142130CCM,dexamethasone propionate   15mg(1mg/g)
264,142131CCM,dexamethasone propionate   30mg(1mg/g)
264,142133CCM,dexamethasone propionate   0.5g(1mg/g)
264,143330CCM,diclofenac diethylammonium (as diclofenac sodium   0.2g(10mg/g))
264,143331CCM,diclofenac diethylammonium (as diclofenac sodium   0.5g(10mg/g))
264,143302CPL,diclofenac diethylammonium   0.12g
264,143537CCM,diclofenac sodium   0.5g(10mg/g)
264,144430CCM,diflorasone diacetate   5mg(0.5mg/g)
264,144431CCM,diflorasone diacetate   10mg(0.5mg/g)
264,144432CCM,diflorasone diacetate   12.5mg(0.5mg/g)
264,144433CCM,diflorasone diacetate   0.225g(0.5mg/g)
264,144434CCM,diflorasone diacetate   0.25g(0.5mg/g)
264,144530COM,diflucortolone valerate   30mg(3mg/g)
264,144532CLT,diflucortolone valerate   0.18g(3mg/g)
264,160830CCM,fluocinonide   5mg(0.5mg/g)
264,160832CCM,fluocinonide   10mg(0.5mg/g)
264,160835CCM,fluocinonide   0.225g(0.5mg/g)
264,160836CCM,fluocinonide   0.25g(0.5mg/g)
264,160834CLQ,fluocinonide   17.5mg(0.5mg/mL)
264,161902CPO,flurbiprofen   40mg
264,161904CPL,flurbiprofen   20mg
264,162234CCM,fluticasone propionate   7.5mg(0.5mg/g)
264,167830COM,halcinonide   0.45g(1mg/g)
264,170931CCM,hydrocortisone   0.15g(10mg/g)
264,170931COM,hydrocortisone   0.15g(10mg/g)
264,170932CCM,hydrocortisone   0.2g(10mg/g)
264,170947COM,hydrocortisone   4.5g(10mg/g)
264,170937CLT,hydrocortisone   0.3g(10mg/g(mL))
264,170938CLT,hydrocortisone   0.5g(10mg/g(mL))
264,170939CLT,hydrocortisone   0.6g(10mg/g(mL))
264,170943CLT,hydrocortisone   1.18g(10mg/g(mL))
264,170933CSS,hydrocortisone   0.2g(10mg/mL)
264,170950CLT,hydrocortisone   0.5g(25mg/g(mL))
264,170941CLT,hydrocortisone   0.75g(25mg/g(mL))
264,170944CLT,hydrocortisone   1.25g(25mg/g(mL))
264,170945CLT,hydrocortisone   1.5g(25mg/g(mL))
264,170946CLT,hydrocortisone   2.5g(25mg/g(mL))
264,170934CSS,hydrocortisone   0.2g(25mg/mL)
264,171030CCM,hydrocortisone acetate   0.3g(10mg/g)
264,171130CCM,hydrocortisone butyrate   10mg(1mg/g)
264,171332CCM,hydrocortisone valerate   0.9g(2mg/g)
264,174830CCM,indomethacin   0.25g(10mg/g)
264,174834CCM,indomethacin   1.05g(10mg/g)
264,174809CPL,indomethacin   35mg
264,179732COM,ketoprofen   0.6g(30mg/g)
264,179733CCM,ketoprofen   1.5g(30mg/g)
264,179733COM,ketoprofen   1.5g(30mg/g)
264,179734COM,ketoprofen   3g(30mg/g)
264,179735CCM,ketoprofen   0.9g(30mg/g)
264,179736CCM,ketoprofen   6g(30mg/g)
264,179901CPL,ketoprofen(f.)   30mg
264,179901CPO,ketoprofen(f.)   30mg
264,179903CPL,ketoprofen(f.) (서방형)   30mg
264,183806CPO,lidocaine   0.7g
264,193432CCM,methylprednisolone aceponate   10mg(1mg/g)
264,193432COM,methylprednisolone aceponate   10mg(1mg/g)
264,193433CCM,methylprednisolone aceponate   15mg(1mg/g)
264,193433COM,methylprednisolone aceponate   15mg(1mg/g)
264,193434CLT,methylprednisolone aceponate   20mg(1mg/g)
264,193435CLT,methylprednisolone aceponate   50mg(1mg/g)
264,193436CCM,methylprednisolone aceponate   0.45g(1mg/g)
264,193438CLT,methylprednisolone aceponate   80mg(1mg/g)
264,214033CCM,piroxicam   0.15g(5mg/g)
264,214035CCM,piroxicam   0.25g(5mg/g)
264,214037CCM,piroxicam   0.5g(5mg/g)
264,214005CPC,piroxicam   48mg
264,216931COM,prednicarbate   12.5mg(2.5mg/g)
264,216932CCM,prednicarbate   25mg(2.5mg/g)
264,216932COM,prednicarbate   25mg(2.5mg/g)
264,216933CCM,prednicarbate   37.5mg(2.5mg/g)
264,216933COM,prednicarbate   37.5mg(2.5mg/g)
264,216935CCM,prednicarbate   50mg(2.5mg/g)
264,216935CLT,prednicarbate   50mg(2.5mg/g)
264,216939CCM,prednicarbate   75mg(2.5mg/g)
264,216939COM,prednicarbate   75mg(2.5mg/g)
264,216944COM,prednicarbate   0.1375g(2.5mg/g)
264,216945CLT,prednicarbate   0.15g(2.5mg/g)
264,216946CCM,prednicarbate   1.125g(2.5mg/g)
264,216947CCM,prednicarbate   1.25g(2.5mg/g)
264,216947COM,prednicarbate   1.25g(2.5mg/g)
264,216936CLQ,prednicarbate   50mg(2.5mg/g(mL))
264,216940CLQ,prednicarbate   75mg(2.5mg/g(mL))
264,216941CLQ,prednicarbate   87.5mg(2.5mg/g(mL))
264,216943CLQ,prednicarbate   0.125g(2.5mg/g(mL))
264,217530CLT,prednisolone valeroacetate   15mg(3mg/g)
264,217531CCM,prednisolone valeroacetate   30mg(3mg/g)
264,217532CCM,prednisolone valeroacetate   45mg(3mg/g)
264,217533CCM,prednisolone valeroacetate   60mg(3mg/g)
264,217534CCM,prednisolone valeroacetate   90mg(3mg/g)
264,217535CLT,prednisolone valeroacetate   0.18g(3mg/g)
264,217536CCM,prednisolone valeroacetate   1.35g(3mg/g)
264,217537CCM,prednisolone valeroacetate   1.5g(3mg/g)
264,243331CCM,triamcinolone acetonide   10mg(1mg/g)
264,243338CCM,triamcinolone acetonide   0.45g(1mg/g)
264,243339COM,triamcinolone acetonide   0.5g(1mg/g)
264,361330CCM,mometasone furoate   5mg(1mg/g)
264,361332CCM,mometasone furoate   10mg(1mg/g)
264,361333CCM,mometasone furoate   15mg(1mg/g)
264,361333COM,mometasone furoate   15mg(1mg/g)
264,361334CCM,mometasone furoate   20mg(1mg/g)
264,361334COM,mometasone furoate   20mg(1mg/g)
264,361336CCM,mometasone furoate   25mg(1mg/g)
264,361338CCM,mometasone furoate   30mg(1mg/g)
264,361341COM,mometasone furoate   60mg(1mg/g)
264,361346CCM,mometasone furoate   0.45g(1mg/g)
264,361346COM,mometasone furoate   0.45g(1mg/g)
264,361347CCM,mometasone furoate   0.5g(1mg/g)
264,361347COM,mometasone furoate   0.5g(1mg/g)
264,361335CLT,mometasone furoate   20mg(1mg/g(mL))
264,361339CLT,mometasone furoate   30mg(1mg/g(mL))
264,361340CLT,mometasone furoate   50mg(1mg/g(mL))
264,361342CLT,mometasone furoate   60mg(1mg/g(mL))
264,361344CLT,mometasone furoate   0.118g(1mg/g(mL))
264,361350CLT,mometasone furoate   90mg(1mg/g(mL))
264,528300CCM,betamethasone valerate (as betamethasone   10mg(1mg/g))
264,528300CCM,gentamicin sulfate   10mg(1mg/g)
